"date","favorites","id","isRetweet","retweets","text"
2019-11-07 05:08:40,"59693","1192307858366271490",FALSE,"15302","The story in the Amazon Washington Post, of course picked up by Fake News CNN, saying “President Trump asked for AG Barr to host a news conference clearing him on Ukraine,” is totally untrue and just another FAKE NEWS story with anonymous sources that don’t exist...."
2019-09-22 00:04:45,"69551","1175561536510812163",FALSE,"16092","The LameStream Media had a very bad week. They pushed numerous phony stories and got caught, especially The Failing New York Times, which has lost more money over the last 10 years than any paper in history, and The Amazon Washington Post. They are The Enemy of the People!"
2019-09-11 12:12:58,"57903","1171758531449643008",FALSE,"10588","In a hypothetical poll, done by one of the worst pollsters of them all, the Amazon Washington Post/ABC, which predicted I would lose to Crooked Hillary by 15 points (how did that work out?), Sleepy Joe, Pocahontas and virtually all others would beat me in the General Election...."
2019-09-02 12:09:56,"89827","1168496276918480896",FALSE,"21592","The Amazon Washington Post did a story that I brought racist attacks against the “Squad.” No, they brought racist attacks against our Nation. All I do is call them out for the horrible things they have said. The Democrats have become the Party of the Squad!"
2019-08-29 00:21:40,"50934","1166868481620492296",FALSE,"11810","The  Amazon Washington Post and @CNN just did a Fake Interview on Pardons for Aids on the Wall, and that I didn’t think the Wall on the Southern Border was that important to stop Illegals wanting to come into our Country. WRONG, vitally important. Will make a BIG impact. So bad!"
2019-08-28 19:06:39,"70694","1166789207215484928",FALSE,"17212","Another totally Fake story in the Amazon Washington Post (lobbyist) which states that if my Aides broke the law to build the Wall (which is going up rapidly), I would give them a Pardon. This was made up by the Washington Post only in order to demean and disparage - FAKE NEWS!"
2019-08-27 14:30:15,"108777","1166357258726498304",FALSE,"21589","I have gotten to know President @jairbolsonaro well in our dealings with Brazil. He is working very hard on the Amazon fires and in all respects doing a great job for the people of Brazil - Not easy. He and his country have the full and complete support of the USA!"
2019-08-23 22:04:25,"157714","1165022004392681472",FALSE,"32116","Just spoke with President @JairBolsonaro of Brazil. Our future Trade prospects are very exciting and our relationship is strong, perhaps stronger than ever before. I told him if the United States can help with the Amazon Rainforest fires, we stand ready to assist!"
2019-08-23 14:59:04,"74612","1164914962529247232",FALSE,"16566","....your companies HOME and making your products in the USA. I will be responding to China’s Tariffs this afternoon. This is a GREAT opportunity for the United States. Also, I am ordering all carriers, including Fed Ex, Amazon, UPS and the Post Office, to SEARCH FOR &amp, REFUSE,...."
2019-08-12 07:38:24,"0","1160998990390931456",FALSE,"6838","RT @ArthurSchwartz: They call it “Thursday” at the Amazon Washington Post.  Washington Post 'embarrassed' over gaffe-filled story needing..."
2019-07-22 12:31:46,"64288","1153281479184658433",FALSE,"13341","The Amazon Washington Post front page story yesterday was total Fake News. They said “Advisors wrote new talking points and handed him reams of opposition research on the four Congresswomen.” Now really, does that sound like me? What advisors, there were no talking points,...."
2019-06-16 13:39:22,"84482","1140252528304631808",FALSE,"16193","A poll should be done on which is the more dishonest and deceitful newspaper, the Failing New York Times or the Amazon (lobbyist) Washington Post! They are both a disgrace to our Country, the Enemy of the People, but I just can’t seem to figure out which is worse? The good....."
2019-03-05 02:10:34,"63892","1102753238451929088",FALSE,"14708",".... Amazon, like the Washington Post. It’s hard to remember that not so long ago America had prestige media outlets, but not anymore.” @TuckerCarlson   The Fake News Media is the true Enemy of the People!"
2019-01-14 01:45:10,"91891","1084627451983073280",FALSE,"18388","So sorry to hear the news about Jeff Bozo being taken down by a competitor whose reporting, I understand, is far more accurate than the reporting in his lobbyist newspaper, the Amazon Washington Post. Hopefully the paper will soon be placed in better &amp, more responsible hands!"
2019-01-12 15:57:23,"92366","1084117143988461571",FALSE,"18855","I just watched a Fake reporter from the Amazon Washington Post say the White House is “chaotic, there does not seem to be a strategy for this Shutdown. There is no plan.” The Fakes always like talking Chaos, there is NONE. In fact, there’s almost nobody in the W.H. but me, and..."
2018-08-04 03:01:46,"51528","1025577505615503360",FALSE,"11096","Congratulations to Gregg Jarrett on his book, “THE RUSSIA HOAX, THE ILLICIT SCHEME TO CLEAR HILLARY CLINTON AND FRAME DONALD TRUMP,” going to #1 on @nytimes and Amazon. It is indeed a HOAX and WITCH HUNT, illegally started by people who have already been disgraced. Great book!"
2018-08-02 04:38:15,"60027","1024877011775500290",FALSE,"13662","Congratulations to  @GreggJarrett on The TREMENDOUS success of his just out book, “The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton &amp, Frame Donald Trump.” Already number one on Amazon. Hard work from a brilliant guy. It’s the Real Story of the Rigged Witch Hunt!"
2018-07-29 19:09:19,"56344","1023646669685104641",FALSE,"11489","...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!"
2018-07-23 13:35:20,"69316","1021388295618682881",FALSE,"14358","....In my opinion the Washington Post is nothing more than an expensive (the paper loses a fortune) lobbyist for Amazon. Is it used as protection against antitrust claims which many feel should be brought?"
2018-07-23 13:21:15,"72136","1021384752136409088",FALSE,"16036","The Amazon Washington Post has gone crazy against me ever since they lost the Internet Tax Case in the U.S. Supreme Court two months ago. Next up is the U.S. Post Office which they use, at a fraction of real cost, as their “delivery boy” for a BIG percentage of their packages...."
2018-07-07 13:21:11,"106026","1015586529484443648",FALSE,"23230","Twitter is getting rid of fake accounts at a record pace. Will that include the Failing New York Times and propaganda machine for Amazon, the Washington Post, who constantly quote anonymous sources that, in my opinion, don’t exist - They will both be out of business in 7 years!"
2018-04-03 13:55:37,"71134","981168344924536832",FALSE,"16039","I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!"
2018-04-02 13:35:03,"65042","980800783313702918",FALSE,"14299","Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!"
2018-03-31 12:52:59,"75521","980065419632566272",FALSE,"17633","...does not include the Fake Washington Post, which is used as a “lobbyist” and should so  REGISTER. If the P.O. “increased its parcel rates, Amazon’s shipping costs would rise by $2.6 Billion.” This Post Office scam must stop. Amazon must pay real costs (and taxes) now!"
2018-03-31 12:45:41,"69373","980063581592047617",FALSE,"17011","While we are on the subject, it is reported that the U.S. Post Office will lose $1.50 on average for each package it delivers for Amazon. That amounts to Billions of Dollars. The Failing N.Y. Times reports that “the size of the company’s lobbying staff has ballooned,” and that..."
2018-03-29 11:57:38,"110494","979326715272065024",FALSE,"26406","I have stated my concerns with Amazon long before the Election. Unlike others, they pay little or no taxes to state &amp, local governments, use our Postal System as their Delivery Boy (causing tremendous loss to the U.S.), and are putting many thousands of retailers out of business!"
2017-12-29 13:04:09,"103195","946728546633953285",FALSE,"22167","Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!"
2017-08-16 10:12:45,"58345","897763049226084352",FALSE,"14303","Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!"
2017-07-25 02:36:17,"51439","889675644396867584",FALSE,"13335","Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?"
2017-07-25 02:28:44,"45739","889673743873843200",FALSE,"10311","So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes?"
2017-07-25 02:23:18,"48967","889672374458646528",FALSE,"11912","The Amazon Washington Post fabricated the facts on my ending massive, dangerous, and wasteful payments to Syrian rebels fighting Assad....."
2017-07-23 23:57:36,"58888","889273320574783489",FALSE,"12234","It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!"
2017-07-22 10:33:01,"60915","888708453560184832",FALSE,"15131","A new INTELLIGENCE LEAK from the Amazon Washington Post,this time against A.G. Jeff Sessions.These illegal leaks, like Comey's, must stop!"
2017-06-28 13:06:14,"44617","880049704620494848",FALSE,"10265","The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!"
